"Cluster"
"EVX1" 12
"ACAA2" 21
"GPR18" 10
"C21orf81" 13
"PLOD2" 1
"TSPAN2" 3
"PI3" 41
"C6orf57" 7
"NUF2" 8
"CD86" 14
"GYG2" 28
"CTSF" 8
"FUT8" 1
"STAT1" 5
"SSBP2" 1
"DLL4" 4
"PROCA1" 2
"RGS1" 14
"ZNF215" 6
"AGPAT6" 32
"MS4A3" 11
"EFEMP1" 17
"BNC1" 3
"COMMD8" 7
"PCDHB6" 3
"PTPRC" 10
"EEF1A2" 15
"SLA2" 16
"SDS" 14
"SLC25A40" 9
"IRAK1BP1" 39
"ACOT6" 1
"COL9A3" 15
"ASB11" 0
"FOXD2" 4
"MDGA1" 7
"ADARB1" 25
"GGT1" 2
"COL5A3" 4
"RHOD" 7
"COL4A2" 4
"LOC201164" 0
"LUM" 17
"SLC7A13" 2
"D4S234E" 3
"DYRK3" 1
"C12orf28" 21
"IGF2BP2" 2
"SIX6" 3
"CCR6" 3
"PALM" 1
"SPRYD5" 11
"ZNF365" 20
"ANGPTL4" 3
"INSM1" 6
"WBP2NL" 1
"NGEF" 2
"FAM102A" 1
"RICH2" 2
"CYP2S1" 26
"HSD17B3" 1
"SPI1" 5
"C8orf46" 2
"KIF12" 2
"BOK" 3
"CXorf6" 7
"MYEOV" 16
"BTN2A2" 10
"ENOX1" 3
"CBR3" 8
"AQP3" 3
"SIRPA" 1
"IGFBP6" 1
"NPHS2" 3
"SRD5A1" 9
"SLC37A2" 5
"ANKHD1" 9
"LINGO2" 3
"AKAP12" 2
"SLC25A27" 12
"LIPG" 0
"HELB" 10
"LAD1" 15
"CCDC38" 1
"RBBP8" 1
"WNT11" 1
"KCNJ12" 1
"STARD4" 1
"KLB" 11
"SYTL2" 36
"CCDC91" 8
"ARPP-21" 0
"C7orf16" 10
"SEMA6D" 10
"KCNJ3" 2
"MAPK13" 1
"NTF3" 4
"LOC221091" 12
"LIG1" 32
"NID2" 4
"TTC29" 0
"KRT18" 3
"KGFLP1" 36
"DEFB118" 0
"ZFP2" 3
"WFDC2" 2
"FAM40B" 15
"DCPS" 1
"SH2D1B" 1
"PDE4B" 3
"IL1RN" 8
"RAC3" 3
"CLIP4" 2
"LRIT2" 7
"TFPI" 2
"FABP6" 1
"SLITRK2" 1
"HKR1" 1
"CYB5R2" 3
"GABRB3" 2
"HOXD3" 6
"LCP2" 5
"SEZ6L" 1
"MKI67" 8
"IL4R" 7
"C18orf32" 9
"C9orf82" 9
"TM4SF1" 25
"EMILIN2" 5
"DZIP1L" 1
"PDCD1" 16
"C15orf32" 0
"C1orf76" 3
"LAMC2" 8
"F5" 9
"TRIML1" 26
"GCNT3" 1
"CNDP1" 2
"LCP1" 5
"C12orf56" 0
"ADM" 7
"C4orf39" 0
"PPIC" 3
"PPP1R1A" 28
"C17orf55" 1
"FXYD1" 3
"DKFZP566E164" 0
"VSIG2" 2
"NUDT4" 1
"CLDN1" 5
"ICOS" 10
"GSTA5" 2
"PIP5K1B" 1
"ATP8A2" 1
"FCER1G" 5
"SNTB1" 1
"ITGA7" 1
"CEACAM1" 2
"PFKFB4" 1
"OBFC2A" 5
"JDP2" 3
"ELK3" 4
"FAM111B" 8
"CBLC" 3
"PSCA" 1
"DNA2L" 8
"ASB9" 5
"LOC388323" 2
"LEPREL1" 3
"TFF1" 15
"ZFP42" 11
"HAVCR2" 1
"C5orf35" 9
"HSD17B6" 17
"CPNE7" 41
"LNX1" 1
"CFD" 5
"PYCARD" 10
"MYBPC2" 8
"ENPP3" 3
"LOC440258" 13
"TMEM176B" 1
"NXPH2" 2
"TMEM54" 1
"KRT75" 1
"DUSP13" 15
"CD1C" 2
"AVP" 12
"FLJ22795" 13
"ABHD1" 2
"RBP5" 1
"E2F8" 8
"HPN" 18
"ZSCAN18" 6
"ARSF" 2
"AMICA1" 14
"ATP1A3" 1
"TC2N" 1
"ODZ2" 3
"S100P" 15
"PROZ" 3
"SLC6A4" 11
"DOCK2" 5
"DPYSL2" 2
"GOLM1" 1
"SOX13" 4
"GK" 3
"ALPK3" 1
"C8orf51" 8
"GIMAP8" 6
"NR2F1" 4
"RBM35A" 1
"GNAI2" 25
"FAM129A" 5
"ZYG11A" 2
"LYRM1" 22
"DEFB1" 7
"ARHGAP30" 16
"EPHA2" 2
"TCHH" 11
"C12orf34" 3
"SAMD12" 1
"ACAT1" 24
"ADAMDEC1" 5
"PHKA2" 3
"CARD11" 24
"CALML4" 2
"TMEM45A" 3
"MPP7" 3
"SLC2A13" 1
"LAIR2" 1
"ST3GAL1" 1
"LCT" 11
"PLA2G2A" 28
"FOLH1" 4
"MAPKAP1" 1
"FAM27E3" 12
"NUP62CL" 0
"NEUROG3" 12
"MARK1" 1
"PNMT" 1
"CCDC26" 30
"SEMA3E" 30
"TNFSF10" 1
"PPAP2A" 6
"SLC2A3" 3
"LRRC17" 4
"TTYH3" 9
"ELF3" 8
"MAGI3" 1
"ADORA2A" 3
"FAM135B" 10
"CTGLF5" 13
"C10orf81" 8
"PTPRB" 6
"LAG3" 16
"MRPL54" 7
"LOC201175" 12
"ITGB1BP3" 3
"SIPA1L2" 25
"RCAN2" 36
"CDX2" 1
"PPARG" 23
"TMEM44" 24
"IRF6" 1
"TTC18" 1
"MAPT" 2
"STBD1" 2
"ECM1" 20
"RLN1" 9
"PARP14" 10
"HOXA3" 1
"MAGEA9" 11
"C10orf65" 1
"FBXO33" 1
"C14orf128" 16
"IFIT2" 10
"S100G" 10
"GUCY1B3" 1
"DNALI1" 2
"TMEM171" 8
"NPTX2" 3
"CDK6" 29
"SNAP25" 2
"LCK" 16
"AKTIP" 9
"DEFB103A" 33
"RAMP1" 17
"KIR3DX1" 0
"GAS2L3" 2
"EDN3" 0
"SMAD7" 4
"PPP1R3B" 3
"CADPS" 1
"GOLGA8A" 9
"RGL3" 1
"S100A14" 15
"MGC3771" 2
"LMO2" 4
"AMY2A" 13
"FAM80A" 1
"TNNI2" 15
"GLT25D1" 9
"OCC-1" 1
"CYC1" 5
"DISP1" 2
"RAB33A" 3
"TNMD" 0
"PEX7" 23
"HOXC5" 31
"ZNF234" 7
"SPATA22" 7
"CYP7B1" 2
"ALDH1B1" 3
"ARMC4" 1
"FBXO17" 1
"SULT2A1" 11
"GAMT" 2
"TSPAN33" 3
"NOX4" 7
"SALL2" 2
"MEGF9" 24
"TM7SF4" 5
"STK33" 3
"C1orf210" 9
"FLJ23049" 1
"LCTL" 11
"CLCA2" 11
"MGC16025" 31
"C20orf196" 9
"PRKAG3" 0
"PER2" 7
"ASPHD1" 1
"FAM118A" 3
"TRIM9" 3
"KY" 26
"DKFZp762E1312" 8
"HPGD" 1
"DNAJC12" 1
"FKBP1B" 7
"DRAM" 1
"AMACR" 2
"RHCG" 2
"FAM55D" 12
"OSBPL6" 3
"TBL1Y" 3
"CCNC" 9
"ANKRD9" 3
"FAM92A1" 7
"C21orf109" 8
"EFCAB3" 35
"HEG1" 4
"ALS2CR11" 0
"SLC7A8" 3
"PDE1A" 2
"ACADS" 1
"C18orf56" 2
"EPHX2" 8
"BATF" 16
"MSTP9" 0
"EMX1" 1
"DUOX1" 0
"FAM60A" 1
"CPA6" 6
"JAG2" 4
"DEFA3" 5
"CD34" 6
"SLCO4A1" 0
"AFG3L1" 13
"TBC1D4" 1
"PLA2G3" 1
"MYLIP" 4
"PHIP" 7
"TMEM158" 15
"BDH1" 3
"HIST1H3H" 34
"C7orf29" 9
"DAB2" 2
"YPEL4" 0
"CD244" 10
